"SETTLEMENTDATE","REGIONID","TOTALDEMAND","SS_SOLAR_UIGF","SS_WIND_UIGF","SS_SOLAR_CLEAREDMW","SS_WIND_CLEAREDMW"
2026-08-31 03:30:00,NSW1,6745.24000,0.00000,298.12075,0.00000,298.12075
2026-08-31 03:30:00,QLD1,5401.03000,0.17000,1505.34049,0.17000,1505.34049
2026-08-31 03:30:00,SA1,1393.75000,0.00000,907.85359,0.00000,907.85359
2026-08-31 03:30:00,TAS1,955.24000,0.00000,217.76789,0.00000,217.76789
2026-08-31 03:30:00,VIC1,4691.01000,0.00000,124.04470,0.00000,124.04470
2026-08-31 03:35:00,NSW1,6774.86000,0.00000,309.35058,0.00000,309.35058
2026-08-31 03:35:00,QLD1,5407.79000,0.17000,1517.21929,0.17000,1517.21929
2026-08-31 03:35:00,SA1,1365.17000,0.00000,929.86715,0.00000,929.86715
2026-08-31 03:35:00,TAS1,943.88000,0.00000,208.47179,0.00000,208.47179
2026-08-31 03:35:00,VIC1,4744.69000,0.00000,122.05735,0.00000,122.05735
2026-08-31 03:40:00,NSW1,6798.90000,0.00000,314.76125,0.00000,314.76125
2026-08-31 03:40:00,QLD1,5412.37000,0.17000,1526.11780,0.17000,1526.11780
2026-08-31 03:40:00,SA1,1376.59000,0.00000,933.70513,0.00000,933.70513
2026-08-31 03:40:00,TAS1,950.49000,0.00000,207.65285,0.00000,207.65285
2026-08-31 03:40:00,VIC1,4788.82000,0.00000,118.15332,0.00000,118.15332
2026-08-31 03:45:00,NSW1,6844.46000,0.00000,315.51035,0.00000,315.51035
2026-08-31 03:45:00,QLD1,5364.45000,0.17000,1517.97490,0.17000,1517.97490
2026-08-31 03:45:00,SA1,1373.70000,0.00000,951.68124,0.00000,951.68124
2026-08-31 03:45:00,TAS1,947.44000,0.00000,206.65385,0.00000,206.65385
2026-08-31 03:45:00,VIC1,4676.48000,0.00000,115.69875,0.00000,115.69875
2026-08-31 03:50:00,NSW1,6838.46000,0.00000,317.12322,0.00000,317.12322
2026-08-31 03:50:00,QLD1,5376.04000,0.00000,1541.73675,0.00000,1541.73675
2026-08-31 03:50:00,SA1,1349.52000,0.00000,955.79122,0.00000,955.79122
2026-08-31 03:50:00,TAS1,952.14000,0.00000,204.62561,0.00000,204.62561
2026-08-31 03:50:00,VIC1,4752.36000,0.00000,113.66451,0.00000,113.66451
2026-08-31 03:55:00,NSW1,6774.66000,0.00000,321.66638,0.00000,321.66638
2026-08-31 03:55:00,QLD1,5373.44000,0.00000,1547.29710,0.00000,1547.29710
2026-08-31 03:55:00,SA1,1348.20000,0.00000,928.67322,0.00000,928.67322
2026-08-31 03:55:00,TAS1,948.39000,0.00000,206.24044,0.00000,206.24044
2026-08-31 03:55:00,VIC1,4753.16000,0.00000,109.81523,0.00000,109.81523
2026-08-31 04:00:00,NSW1,6850.35000,0.00000,321.05390,0.00000,321.05390
2026-08-31 04:00:00,QLD1,5445.39000,0.17000,1531.31151,0.17000,1531.31151
2026-08-31 04:00:00,SA1,1346.00000,0.00000,906.29574,0.00000,906.29574
2026-08-31 04:00:00,TAS1,954.92000,0.00000,208.51402,0.00000,208.51402
2026-08-31 04:00:00,VIC1,4771.74000,0.00000,108.90044,0.00000,108.90044
2026-08-31 04:05:00,NSW1,6842.47000,0.00000,321.45579,0.00000,321.45579
2026-08-31 04:05:00,QLD1,5375.95000,0.00000,1545.26780,0.00000,1545.26780
2026-08-31 04:05:00,SA1,1332.27000,0.00000,905.10770,0.00000,905.10770
2026-08-31 04:05:00,TAS1,953.01000,0.00000,214.29213,0.00000,214.29213
2026-08-31 04:05:00,VIC1,4787.51000,0.00000,111.17472,0.00000,111.17472
2026-08-31 04:10:00,NSW1,6854.93000,0.00000,331.94808,0.00000,331.94808
2026-08-31 04:10:00,QLD1,5421.14000,0.00000,1535.80037,0.00000,1535.80037
2026-08-31 04:10:00,SA1,1333.91000,0.00000,908.46972,0.00000,908.46972
2026-08-31 04:10:00,TAS1,968.00000,0.00000,214.25886,0.00000,214.25886
2026-08-31 04:10:00,VIC1,4722.55000,0.00000,117.50823,0.00000,117.50823
2026-08-31 04:15:00,NSW1,6792.39000,0.00000,333.94581,0.00000,333.94581
2026-08-31 04:15:00,QLD1,5495.85000,0.17000,1505.78688,0.17000,1505.78688
2026-08-31 04:15:00,SA1,1329.27000,0.00000,895.31275,0.00000,895.31275
2026-08-31 04:15:00,TAS1,974.74000,0.00000,214.45095,0.00000,214.45095
2026-08-31 04:15:00,VIC1,4747.69000,0.00000,113.30315,0.00000,113.30315
2026-08-31 04:20:00,NSW1,6890.04000,0.00000,329.06848,0.00000,329.06848
2026-08-31 04:20:00,QLD1,5486.55000,0.17000,1524.06130,0.17000,1524.06130
2026-08-31 04:20:00,SA1,1332.32000,0.00000,900.80927,0.00000,900.80927
2026-08-31 04:20:00,TAS1,968.69000,0.00000,203.26198,0.00000,203.26198
2026-08-31 04:20:00,VIC1,4748.32000,0.00000,119.19254,0.00000,119.19254
2026-08-31 04:25:00,NSW1,6872.52000,0.00000,332.31551,0.00000,332.31551
2026-08-31 04:25:00,QLD1,5512.04000,0.00000,1490.98685,0.00000,1490.98685
2026-08-31 04:25:00,SA1,1316.22000,0.00000,898.89926,0.00000,898.89926
2026-08-31 04:25:00,TAS1,977.48000,0.00000,197.88071,0.00000,197.88071
2026-08-31 04:25:00,VIC1,4827.92000,0.00000,115.91728,0.00000,115.91728
2026-08-31 04:30:00,NSW1,6938.86000,0.00000,330.87313,0.00000,330.87313
2026-08-31 04:30:00,QLD1,5567.84000,0.17000,1491.57484,0.17000,1491.57484
2026-08-31 04:30:00,SA1,1314.22000,0.00000,879.49302,0.00000,879.49302
2026-08-31 04:30:00,TAS1,982.36000,0.00000,197.55169,0.00000,197.55169
2026-08-31 04:30:00,VIC1,4816.91000,0.00000,121.68486,0.00000,121.68486
2026-08-31 04:35:00,NSW1,6910.64000,0.00000,329.34872,0.00000,329.34872
2026-08-31 04:35:00,QLD1,5552.01000,0.17000,1459.35564,0.17000,1459.35564
2026-08-31 04:35:00,SA1,1320.35000,0.00000,863.46774,0.00000,863.46774
2026-08-31 04:35:00,TAS1,979.73000,0.00000,193.05362,0.00000,193.05362
2026-08-31 04:35:00,VIC1,4817.34000,0.00000,133.02423,0.00000,133.02423
2026-08-31 04:40:00,NSW1,6922.98000,0.00000,331.70033,0.00000,331.70033
2026-08-31 04:40:00,QLD1,5594.31000,0.00000,1477.97450,0.00000,1477.97450
2026-08-31 04:40:00,SA1,1314.61000,0.00000,858.03878,0.00000,858.03878
2026-08-31 04:40:00,TAS1,987.02000,0.00000,189.27124,0.00000,189.27124
2026-08-31 04:40:00,VIC1,4861.02000,0.00000,133.40521,0.00000,133.40521
2026-08-31 04:45:00,NSW1,6958.96000,0.00000,335.04112,0.00000,335.04112
2026-08-31 04:45:00,QLD1,5715.08000,0.17000,1471.10181,0.17000,1471.10181
2026-08-31 04:45:00,SA1,1302.39000,0.00000,847.83199,0.00000,847.83199
2026-08-31 04:45:00,TAS1,991.90000,0.00000,190.20023,0.00000,190.20023
2026-08-31 04:45:00,VIC1,4871.30000,0.00000,130.86830,0.00000,130.86830
2026-08-31 04:50:00,NSW1,6984.31000,0.00000,337.72369,0.00000,337.72369
2026-08-31 04:50:00,QLD1,5700.51000,0.00000,1469.43545,0.00000,1469.43545
2026-08-31 04:50:00,SA1,1309.22000,0.00000,843.23063,0.00000,843.23063
2026-08-31 04:50:00,TAS1,981.05000,0.00000,196.46032,0.00000,196.46032
2026-08-31 04:50:00,VIC1,4905.73000,0.00000,126.44141,0.00000,126.44141
2026-08-31 04:55:00,NSW1,6990.07000,0.00000,331.58315,0.00000,331.58315
2026-08-31 04:55:00,QLD1,5734.92000,0.00000,1469.07789,0.00000,1469.07789
2026-08-31 04:55:00,SA1,1328.21000,0.00000,833.86186,0.00000,833.86186
2026-08-31 04:55:00,TAS1,979.95000,0.00000,199.60454,0.00000,199.60454
2026-08-31 04:55:00,VIC1,4852.80000,0.00000,123.01920,0.00000,123.01920
2026-08-31 05:00:00,NSW1,6994.66000,0.00000,329.65066,0.00000,329.65066
2026-08-31 05:00:00,QLD1,5729.03000,0.44200,1480.57613,0.44200,1480.57613
2026-08-31 05:00:00,SA1,1308.95000,0.00000,805.25910,0.00000,805.25910
2026-08-31 05:00:00,TAS1,996.20000,0.00000,202.32391,0.00000,202.32391
2026-08-31 05:00:00,VIC1,4864.15000,0.00000,125.03020,0.00000,125.03020
2026-08-31 05:05:00,NSW1,7080.07000,0.00000,329.28426,0.00000,329.28426
2026-08-31 05:05:00,QLD1,5743.08000,0.27200,1469.87054,0.27200,1469.87054
2026-08-31 05:05:00,SA1,1304.56000,0.00000,818.01986,0.00000,818.01986
2026-08-31 05:05:00,TAS1,998.04000,0.00000,204.01153,0.00000,204.01153
